지역명,자치구명,건물용도,거래유형,면적구간,거래건수,신뢰등급,출처,기준금액,금액의미,기준금액_25,기준금액_75,면적_중앙값,월세_보증금,월세_임대료
상계2동,노원구,오피스텔,전세,20-40㎡,18,보통,법정동,13500.0,보증금,10000.0,14375.0,33.3,13500.0,0.0
상계3.4동,노원구,단독다가구,매매,135㎡초과,10,보통,법정동,61500.0,매매가,56025.0,68500.0,166.7,,
상계3.4동,노원구,아파트,매매,20㎡이하,18,보통,자치구,12400.0,매매가,10100.0,13350.0,13.9,,
상계3.4동,노원구,아파트,매매,20-40㎡,157,높음,법정동,35900.0,매매가,32300.0,44500.0,32.4,,
상계3.4동,노원구,아파트,매매,40-60㎡,128,높음,해당지역,50875.0,매매가,45925.0,83500.0,59.4,,
상계3.4동,노원구,아파트,매매,60-85㎡,75,높음,해당지역,69800.0,매매가,61300.0,110000.0,84.9,,
상계3.4동,노원구,아파트,매매,85-135㎡,10,보통,해당지역,72250.0,매매가,62975.0,73375.0,114.2,,
상계3.4동,노원구,아파트,매매,135㎡초과,25,보통,자치구,117500.0,매매가,105000.0,128000.0,139.1,,
상계3.4동,노원구,연립다세대,매매,20-40㎡,23,보통,해당지역,29500.0,매매가,25450.0,34175.0,34.8,,
상계3.4동,노원구,연립다세대,매매,40-60㎡,76,높음,해당지역,33925.0,매매가,30850.0,36500.0,50.4,,
상계3.4동,노원구,연립다세대,매매,60-85㎡,36,높음,해당지역,40750.0,매매가,38187.5,44125.0,66.7,,
상계3.4동,노원구,연립다세대,매매,85-135㎡,16,보통,자치구,56250.0,매매가,35325.0,104125.0,101.5,,
상계3.4동,노원구,오피스텔,매매,20-40㎡,31,높음,법정동,12500.0,매매가,9950.0,14950.0,30.3,,
상계3.4동,노원구,오피스텔,매매,40-60㎡,18,보통,자치구,22000.0,매매가,20925.0,23750.0,50.4,,
상계3.4동,노원구,단독다가구,월세,20㎡이하,92,높음,법정동,42.3,월환산,36.8,44.8,17.0,500.0,40.0
상계3.4동,노원구,단독다가구,월세,20-40㎡,202,높음,법정동,44.4,월환산,36.4,54.6,31.0,700.0,40.0
상계3.4동,노원구,단독다가구,월세,40-60㎡,127,높음,법정동,63.8,월환산,49.4,78.5,49.3,2000.0,40.0
상계3.4동,노원구,단독다가구,월세,60-85㎡,40,높음,법정동,76.8,월환산,44.0,100.5,74.1,3500.0,42.5
상계3.4동,노원구,단독다가구,월세,85-135㎡,15,보통,법정동,79.2,월환산,37.3,109.3,98.0,2000.0,55.0
상계3.4동,노원구,단독다가구,월세,135㎡초과,14,보통,법정동,36.8,월환산,35.7,44.0,179.3,450.0,35.0
상계3.4동,노원구,아파트,월세,20㎡이하,25,보통,법정동,62.3,월환산,59.6,63.2,14.6,500.0,60.0
상계3.4동,노원구,아파트,월세,20-40㎡,68,높음,해당지역,18.3,월환산,16.7,24.3,27.0,939.0,14.0
상계3.4동,노원구,아파트,월세,40-60㎡,59,높음,해당지역,107.8,월환산,77.4,150.2,52.9,5000.0,52.0
상계3.4동,노원구,아파트,월세,60-85㎡,28,보통,해당지역,181.7,월환산,163.4,232.5,84.9,16500.0,122.5
상계3.4동,노원구,아파트,월세,85-135㎡,27,보통,법정동,220.8,월환산,199.4,263.1,106.2,20000.0,120.0
상계3.4동,노원구,연립다세대,월세,20㎡이하,33,높음,법정동,51.3,월환산,44.6,54.6,15.1,1000.0,40.0
상계3.4동,노원구,연립다세대,월세,20-40㎡,19,보통,해당지역,44.2,월환산,37.2,62.6,33.8,2000.0,30.0
상계3.4동,노원구,연립다세대,월세,40-60㎡,26,보통,해당지역,74.6,월환산,52.1,84.5,46.4,11500.0,24.0
상계3.4동,노원구,연립다세대,월세,60-85㎡,21,보통,법정동,79.6,월환산,67.9,92.9,65.7,6000.0,47.0
상계3.4동,노원구,오피스텔,월세,20㎡이하,15,보통,법정동,78.8,월환산,65.6,83.6,19.0,1000.0,75.0
상계3.4동,노원구,오피스텔,월세,20-40㎡,124,높음,법정동,64.0,월환산,52.3,69.6,27.8,1000.0,60.0
상계3.4동,노원구,오피스텔,월세,40-60㎡,20,보통,자치구,88.8,월환산,79.6,95.4,48.8,1000.0,77.5
상계3.4동,노원구,단독다가구,전세,20㎡이하,66,높음,자치구,6500.0,보증금,5500.0,8000.0,16.9,6500.0,0.0
상계3.4동,노원구,단독다가구,전세,20-40㎡,41,높음,법정동,7500.0,보증금,5000.0,9500.0,33.0,7500.0,0.0
상계3.4동,노원구,단독다가구,전세,40-60㎡,36,높음,법정동,12000.0,보증금,9750.0,14250.0,50.4,12000.0,0.0
상계3.4동,노원구,단독다가구,전세,60-85㎡,10,보통,법정동,18200.0,보증금,11250.0,22250.0,76.1,18200.0,0.0
상계3.4동,노원구,단독다가구,전세,85-135㎡,13,보통,자치구,23000.0,보증금,16000.0,25000.0,94.1,23000.0,0.0
상계3.4동,노원구,아파트,전세,20-40㎡,109,높음,법정동,18000.0,보증금,15000.0,21000.0,32.4,18000.0,0.0
상계3.4동,노원구,아파트,전세,40-60㎡,99,높음,해당지역,33600.0,보증금,28000.0,49000.0,60.0,33600.0,0.0
상계3.4동,노원구,아파트,전세,60-85㎡,60,높음,해당지역,50000.0,보증금,40750.0,61962.5,84.9,50000.0,0.0
상계3.4동,노원구,아파트,전세,85-135㎡,87,높음,법정동,50000.0,보증금,44300.0,60000.0,101.5,50000.0,0.0
상계3.4동,노원구,아파트,전세,135㎡초과,17,보통,자치구,63000.0,보증금,59000.0,73000.0,139.1,63000.0,0.0
상계3.4동,노원구,연립다세대,전세,20㎡이하,18,보통,법정동,8000.0,보증금,6500.0,8437.5,16.5,8000.0,0.0
상계3.4동,노원구,연립다세대,전세,20-40㎡,17,보통,해당지역,13000.0,보증금,12000.0,14000.0,34.9,13000.0,0.0
상계3.4동,노원구,연립다세대,전세,40-60㎡,18,보통,해당지역,14000.0,보증금,9250.0,17750.0,51.6,14000.0,0.0
상계3.4동,노원구,연립다세대,전세,60-85㎡,24,보통,법정동,20000.0,보증금,16475.0,22250.0,68.0,20000.0,0.0
상계3.4동,노원구,연립다세대,전세,85-135㎡,10,보통,자치구,49500.0,보증금,43000.0,58000.0,102.0,49500.0,0.0
상계3.4동,노원구,오피스텔,전세,20-40㎡,18,보통,법정동,13500.0,보증금,10000.0,14375.0,33.3,13500.0,0.0
상계5동,노원구,단독다가구,매매,135㎡초과,10,보통,법정동,61500.0,매매가,56025.0,68500.0,166.7,,
상계5동,노원구,아파트,매매,20㎡이하,18,보통,자치구,12400.0,매매가,10100.0,13350.0,13.9,,
상계5동,노원구,아파트,매매,20-40㎡,157,높음,법정동,35900.0,매매가,32300.0,44500.0,32.4,,
상계5동,노원구,아파트,매매,40-60㎡,79,높음,해당지역,39000.0,매매가,35500.0,46350.0,46.8,,
상계5동,노원구,아파트,매매,60-85㎡,57,높음,해당지역,57500.0,매매가,54000.0,60000.0,84.6,,
상계5동,노원구,아파트,매매,85-135㎡,66,높음,법정동,83500.0,매매가,75000.0,97750.0,99.7,,
상계5동,노원구,아파트,매매,135㎡초과,25,보통,자치구,117500.0,매매가,105000.0,128000.0,139.1,,
상계5동,노원구,연립다세대,매매,20-40㎡,63,높음,법정동,23300.0,매매가,21525.0,29575.0,33.0,,
상계5동,노원구,연립다세대,매매,40-60㎡,17,보통,해당지역,26000.0,매매가,20000.0,29000.0,49.3,,
상계5동,노원구,연립다세대,매매,60-85㎡,46,높음,법정동,39800.0,매매가,35000.0,43850.0,68.0,,
상계5동,노원구,연립다세대,매매,85-135㎡,16,보통,자치구,56250.0,매매가,35325.0,104125.0,101.5,,
상계5동,노원구,오피스텔,매매,20-40㎡,31,높음,법정동,12500.0,매매가,9950.0,14950.0,30.3,,
상계5동,노원구,오피스텔,매매,40-60㎡,18,보통,자치구,22000.0,매매가,20925.0,23750.0,50.4,,
상계5동,노원구,단독다가구,월세,20㎡이하,92,높음,법정동,42.3,월환산,36.8,44.8,17.0,500.0,40.0
상계5동,노원구,단독다가구,월세,20-40㎡,202,높음,법정동,44.4,월환산,36.4,54.6,31.0,700.0,40.0
상계5동,노원구,단독다가구,월세,40-60㎡,127,높음,법정동,63.8,월환산,49.4,78.5,49.3,2000.0,40.0
상계5동,노원구,단독다가구,월세,60-85㎡,40,높음,법정동,76.8,월환산,44.0,100.5,74.1,3500.0,42.5
상계5동,노원구,단독다가구,월세,85-135㎡,15,보통,법정동,79.2,월환산,37.3,109.3,98.0,2000.0,55.0
상계5동,노원구,단독다가구,월세,135㎡초과,14,보통,법정동,36.8,월환산,35.7,44.0,179.3,450.0,35.0
상계5동,노원구,아파트,월세,20㎡이하,25,보통,법정동,62.3,월환산,59.6,63.2,14.6,500.0,60.0
상계5동,노원구,아파트,월세,20-40㎡,420,높음,법정동,57.6,월환산,33.5,79.2,32.4,2000.0,45.0
상계5동,노원구,아파트,월세,40-60㎡,63,높음,해당지역,98.8,월환산,84.6,107.7,46.8,3000.0,75.0
상계5동,노원구,아파트,월세,60-85㎡,14,보통,해당지역,169.2,월환산,155.1,177.4,84.6,10000.0,120.0
상계5동,노원구,아파트,월세,85-135㎡,27,보통,법정동,220.8,월환산,199.4,263.1,106.2,20000.0,120.0
상계5동,노원구,연립다세대,월세,20㎡이하,33,높음,법정동,51.3,월환산,44.6,54.6,15.1,1000.0,40.0
상계5동,노원구,연립다세대,월세,20-40㎡,18,보통,해당지역,70.4,월환산,54.9,78.3,35.6,3000.0,33.5
상계5동,노원구,연립다세대,월세,40-60㎡,20,보통,해당지역,76.8,월환산,68.7,88.8,47.9,8000.0,41.5
상계5동,노원구,연립다세대,월세,60-85㎡,21,보통,법정동,79.6,월환산,67.9,92.9,65.7,6000.0,47.0
상계5동,노원구,오피스텔,월세,20㎡이하,15,보통,법정동,78.8,월환산,65.6,83.6,19.0,1000.0,75.0
상계5동,노원구,오피스텔,월세,20-40㎡,124,높음,법정동,64.0,월환산,52.3,69.6,27.8,1000.0,60.0
상계5동,노원구,오피스텔,월세,40-60㎡,20,보통,자치구,88.8,월환산,79.6,95.4,48.8,1000.0,77.5
상계5동,노원구,단독다가구,전세,20㎡이하,66,높음,자치구,6500.0,보증금,5500.0,8000.0,16.9,6500.0,0.0
상계5동,노원구,단독다가구,전세,20-40㎡,41,높음,법정동,7500.0,보증금,5000.0,9500.0,33.0,7500.0,0.0
상계5동,노원구,단독다가구,전세,40-60㎡,36,높음,법정동,12000.0,보증금,9750.0,14250.0,50.4,12000.0,0.0
상계5동,노원구,단독다가구,전세,60-85㎡,10,보통,법정동,18200.0,보증금,11250.0,22250.0,76.1,18200.0,0.0
상계5동,노원구,단독다가구,전세,85-135㎡,13,보통,자치구,23000.0,보증금,16000.0,25000.0,94.1,23000.0,0.0
상계5동,노원구,아파트,전세,20-40㎡,109,높음,법정동,18000.0,보증금,15000.0,21000.0,32.4,18000.0,0.0
상계5동,노원구,아파트,전세,40-60㎡,59,높음,해당지역,22000.0,보증금,20000.0,24075.0,46.8,22000.0,0.0
상계5동,노원구,아파트,전세,60-85㎡,19,보통,해당지역,40000.0,보증금,34325.0,42000.0,84.6,40000.0,0.0
상계5동,노원구,아파트,전세,85-135㎡,87,높음,법정동,50000.0,보증금,44300.0,60000.0,101.5,50000.0,0.0
상계5동,노원구,아파트,전세,135㎡초과,17,보통,자치구,63000.0,보증금,59000.0,73000.0,139.1,63000.0,0.0
상계5동,노원구,연립다세대,전세,20㎡이하,18,보통,법정동,8000.0,보증금,6500.0,8437.5,16.5,8000.0,0.0
상계5동,노원구,연립다세대,전세,20-40㎡,24,보통,해당지역,16000.0,보증금,11887.5,18125.0,29.9,16000.0,0.0
상계5동,노원구,연립다세대,전세,40-60㎡,16,보통,해당지역,14550.0,보증금,11487.5,19250.0,49.5,14550.0,0.0
상계5동,노원구,연립다세대,전세,60-85㎡,24,보통,법정동,20000.0,보증금,16475.0,22250.0,68.0,20000.0,0.0
상계5동,노원구,연립다세대,전세,85-135㎡,10,보통,자치구,49500.0,보증금,43000.0,58000.0,102.0,49500.0,0.0
상계5동,노원구,오피스텔,전세,20-40㎡,18,보통,법정동,13500.0,보증금,10000.0,14375.0,33.3,13500.0,0.0
상계6.7동,노원구,단독다가구,매매,135㎡초과,10,보통,법정동,61500.0,매매가,56025.0,68500.0,166.7,,
상계6.7동,노원구,아파트,매매,20㎡이하,18,보통,자치구,12400.0,매매가,10100.0,13350.0,13.9,,
상계6.7동,노원구,아파트,매매,20-40㎡,90,높음,해당지역,38400.0,매매가,35600.0,48125.0,32.4,,
상계6.7동,노원구,아파트,매매,40-60㎡,377,높음,해당지역,62700.0,매매가,54700.0,72000.0,58.0,,
상계6.7동,노원구,아파트,매매,60-85㎡,60,높음,해당지역,82500.0,매매가,72750.0,90000.0,73.9,,
상계6.7동,노원구,아파트,매매,85-135㎡,21,보통,해당지역,79000.0,매매가,74500.0,82000.0,87.5,,
상계6.7동,노원구,아파트,매매,135㎡초과,25,보통,자치구,117500.0,매매가,105000.0,128000.0,139.1,,
상계6.7동,노원구,연립다세대,매매,20-40㎡,63,높음,법정동,23300.0,매매가,21525.0,29575.0,33.0,,
상계6.7동,노원구,연립다세대,매매,40-60㎡,118,높음,법정동,31900.0,매매가,27650.0,35075.0,50.2,,
상계6.7동,노원구,연립다세대,매매,60-85㎡,46,높음,법정동,39800.0,매매가,35000.0,43850.0,68.0,,
상계6.7동,노원구,연립다세대,매매,85-135㎡,16,보통,자치구,56250.0,매매가,35325.0,104125.0,101.5,,
상계6.7동,노원구,오피스텔,매매,20-40㎡,31,높음,법정동,12500.0,매매가,9950.0,14950.0,30.3,,
상계6.7동,노원구,오피스텔,매매,40-60㎡,18,보통,자치구,22000.0,매매가,20925.0,23750.0,50.4,,
상계6.7동,노원구,단독다가구,월세,20㎡이하,92,높음,법정동,42.3,월환산,36.8,44.8,17.0,500.0,40.0
상계6.7동,노원구,단독다가구,월세,20-40㎡,202,높음,법정동,44.4,월환산,36.4,54.6,31.0,700.0,40.0
상계6.7동,노원구,단독다가구,월세,40-60㎡,127,높음,법정동,63.8,월환산,49.4,78.5,49.3,2000.0,40.0
상계6.7동,노원구,단독다가구,월세,60-85㎡,40,높음,법정동,76.8,월환산,44.0,100.5,74.1,3500.0,42.5
상계6.7동,노원구,단독다가구,월세,85-135㎡,15,보통,법정동,79.2,월환산,37.3,109.3,98.0,2000.0,55.0
상계6.7동,노원구,단독다가구,월세,135㎡초과,14,보통,법정동,36.8,월환산,35.7,44.0,179.3,450.0,35.0
상계6.7동,노원구,아파트,월세,20㎡이하,25,보통,법정동,62.3,월환산,59.6,63.2,14.6,500.0,60.0
상계6.7동,노원구,아파트,월세,20-40㎡,184,높음,해당지역,74.6,월환산,55.3,83.1,32.4,1000.0,60.0
상계6.7동,노원구,아파트,월세,40-60㎡,316,높음,해당지역,104.2,월환산,84.2,132.9,49.9,4000.0,80.0
상계6.7동,노원구,아파트,월세,60-85㎡,38,높음,해당지역,166.7,월환산,143.1,189.1,73.9,16000.0,100.0
상계6.7동,노원구,아파트,월세,85-135㎡,27,보통,법정동,220.8,월환산,199.4,263.1,106.2,20000.0,120.0
상계6.7동,노원구,연립다세대,월세,20㎡이하,33,높음,법정동,51.3,월환산,44.6,54.6,15.1,1000.0,40.0
상계6.7동,노원구,연립다세대,월세,20-40㎡,96,높음,법정동,62.2,월환산,44.3,76.2,31.5,4000.0,35.0
상계6.7동,노원구,연립다세대,월세,40-60㎡,92,높음,법정동,78.6,월환산,53.5,89.7,47.7,5594.0,34.5
상계6.7동,노원구,연립다세대,월세,60-85㎡,21,보통,법정동,79.6,월환산,67.9,92.9,65.7,6000.0,47.0
상계6.7동,노원구,오피스텔,월세,20㎡이하,11,보통,해당지역,80.6,월환산,78.0,84.6,19.0,1000.0,76.0
상계6.7동,노원구,오피스텔,월세,20-40㎡,10,보통,해당지역,69.6,월환산,65.7,107.9,28.4,1500.0,65.0
상계6.7동,노원구,오피스텔,월세,40-60㎡,20,보통,자치구,88.8,월환산,79.6,95.4,48.8,1000.0,77.5
상계6.7동,노원구,단독다가구,전세,20㎡이하,66,높음,자치구,6500.0,보증금,5500.0,8000.0,16.9,6500.0,0.0
상계6.7동,노원구,단독다가구,전세,20-40㎡,41,높음,법정동,7500.0,보증금,5000.0,9500.0,33.0,7500.0,0.0
상계6.7동,노원구,단독다가구,전세,40-60㎡,36,높음,법정동,12000.0,보증금,9750.0,14250.0,50.4,12000.0,0.0
상계6.7동,노원구,단독다가구,전세,60-85㎡,10,보통,법정동,18200.0,보증금,11250.0,22250.0,76.1,18200.0,0.0
상계6.7동,노원구,단독다가구,전세,85-135㎡,13,보통,자치구,23000.0,보증금,16000.0,25000.0,94.1,23000.0,0.0
상계6.7동,노원구,아파트,전세,20-40㎡,86,높음,해당지역,17650.0,보증금,14707.5,20000.0,32.4,17650.0,0.0
상계6.7동,노원구,아파트,전세,40-60㎡,449,높음,해당지역,26000.0,보증금,21000.0,31000.0,58.0,26000.0,0.0
상계6.7동,노원구,아파트,전세,60-85㎡,89,높음,해당지역,36750.0,보증금,31600.0,41500.0,73.9,36750.0,0.0
상계6.7동,노원구,아파트,전세,85-135㎡,20,보통,해당지역,44750.0,보증금,42000.0,47750.0,87.6,44750.0,0.0
상계6.7동,노원구,아파트,전세,135㎡초과,17,보통,자치구,63000.0,보증금,59000.0,73000.0,139.1,63000.0,0.0
상계6.7동,노원구,연립다세대,전세,20㎡이하,18,보통,법정동,8000.0,보증금,6500.0,8437.5,16.5,8000.0,0.0
상계6.7동,노원구,연립다세대,전세,20-40㎡,58,높음,법정동,12750.0,보증금,10000.0,16375.0,30.0,12750.0,0.0
상계6.7동,노원구,연립다세대,전세,40-60㎡,51,높음,법정동,15000.0,보증금,11162.5,18500.0,49.8,15000.0,0.0
상계6.7동,노원구,연립다세대,전세,60-85㎡,24,보통,법정동,20000.0,보증금,16475.0,22250.0,68.0,20000.0,0.0
상계6.7동,노원구,연립다세대,전세,85-135㎡,10,보통,자치구,49500.0,보증금,43000.0,58000.0,102.0,49500.0,0.0
상계6.7동,노원구,오피스텔,전세,20-40㎡,18,보통,법정동,13500.0,보증금,10000.0,14375.0,33.3,13500.0,0.0
상계8동,노원구,단독다가구,매매,135㎡초과,10,보통,법정동,61500.0,매매가,56025.0,68500.0,166.7,,
상계8동,노원구,아파트,매매,20㎡이하,18,보통,자치구,12400.0,매매가,10100.0,13350.0,13.9,,
상계8동,노원구,아파트,매매,20-40㎡,157,높음,법정동,35900.0,매매가,32300.0,44500.0,32.4,,
상계8동,노원구,아파트,매매,40-60㎡,226,높음,해당지역,52100.0,매매가,47000.0,59575.0,49.9,,
상계8동,노원구,아파트,매매,60-85㎡,40,높음,해당지역,74000.0,매매가,70975.0,78000.0,68.9,,
상계8동,노원구,아파트,매매,85-135㎡,66,높음,법정동,83500.0,매매가,75000.0,97750.0,99.7,,
상계8동,노원구,아파트,매매,135㎡초과,25,보통,자치구,117500.0,매매가,105000.0,128000.0,139.1,,
상계8동,노원구,연립다세대,매매,20-40㎡,63,높음,법정동,23300.0,매매가,21525.0,29575.0,33.0,,
상계8동,노원구,연립다세대,매매,40-60㎡,118,높음,법정동,31900.0,매매가,27650.0,35075.0,50.2,,
상계8동,노원구,연립다세대,매매,60-85㎡,46,높음,법정동,39800.0,매매가,35000.0,43850.0,68.0,,
상계8동,노원구,연립다세대,매매,85-135㎡,16,보통,자치구,56250.0,매매가,35325.0,104125.0,101.5,,
상계8동,노원구,오피스텔,매매,20-40㎡,31,높음,법정동,12500.0,매매가,9950.0,14950.0,30.3,,
상계8동,노원구,오피스텔,매매,40-60㎡,18,보통,자치구,22000.0,매매가,20925.0,23750.0,50.4,,
상계8동,노원구,단독다가구,월세,20㎡이하,92,높음,법정동,42.3,월환산,36.8,44.8,17.0,500.0,40.0
상계8동,노원구,단독다가구,월세,20-40㎡,202,높음,법정동,44.4,월환산,36.4,54.6,31.0,700.0,40.0
상계8동,노원구,단독다가구,월세,40-60㎡,127,높음,법정동,63.8,월환산,49.4,78.5,49.3,2000.0,40.0
상계8동,노원구,단독다가구,월세,60-85㎡,40,높음,법정동,76.8,월환산,44.0,100.5,74.1,3500.0,42.5
상계8동,노원구,단독다가구,월세,85-135㎡,15,보통,법정동,79.2,월환산,37.3,109.3,98.0,2000.0,55.0
상계8동,노원구,단독다가구,월세,135㎡초과,14,보통,법정동,36.8,월환산,35.7,44.0,179.3,450.0,35.0
상계8동,노원구,아파트,월세,20㎡이하,25,보통,법정동,62.3,월환산,59.6,63.2,14.6,500.0,60.0
상계8동,노원구,아파트,월세,20-40㎡,420,높음,법정동,57.6,월환산,33.5,79.2,32.4,2000.0,45.0
상계8동,노원구,아파트,월세,40-60㎡,528,높음,해당지역,61.9,월환산,51.8,89.2,49.9,5000.0,32.0
상계8동,노원구,아파트,월세,60-85㎡,23,보통,해당지역,145.8,월환산,127.9,162.7,66.6,10000.0,100.0
상계8동,노원구,아파트,월세,85-135㎡,27,보통,법정동,220.8,월환산,199.4,263.1,106.2,20000.0,120.0
상계8동,노원구,연립다세대,월세,20㎡이하,33,높음,법정동,51.3,월환산,44.6,54.6,15.1,1000.0,40.0
상계8동,노원구,연립다세대,월세,20-40㎡,96,높음,법정동,62.2,월환산,44.3,76.2,31.5,4000.0,35.0
상계8동,노원구,연립다세대,월세,40-60㎡,92,높음,법정동,78.6,월환산,53.5,89.7,47.7,5594.0,34.5
상계8동,노원구,연립다세대,월세,60-85㎡,21,보통,법정동,79.6,월환산,67.9,92.9,65.7,6000.0,47.0
상계8동,노원구,오피스텔,월세,20㎡이하,15,보통,법정동,78.8,월환산,65.6,83.6,19.0,1000.0,75.0
상계8동,노원구,오피스텔,월세,20-40㎡,124,높음,법정동,64.0,월환산,52.3,69.6,27.8,1000.0,60.0
상계8동,노원구,오피스텔,월세,40-60㎡,20,보통,자치구,88.8,월환산,79.6,95.4,48.8,1000.0,77.5
상계8동,노원구,단독다가구,전세,20㎡이하,66,높음,자치구,6500.0,보증금,5500.0,8000.0,16.9,6500.0,0.0
상계8동,노원구,단독다가구,전세,20-40㎡,41,높음,법정동,7500.0,보증금,5000.0,9500.0,33.0,7500.0,0.0
상계8동,노원구,단독다가구,전세,40-60㎡,36,높음,법정동,12000.0,보증금,9750.0,14250.0,50.4,12000.0,0.0
상계8동,노원구,단독다가구,전세,60-85㎡,10,보통,법정동,18200.0,보증금,11250.0,22250.0,76.1,18200.0,0.0
상계8동,노원구,단독다가구,전세,85-135㎡,13,보통,자치구,23000.0,보증금,16000.0,25000.0,94.1,23000.0,0.0
상계8동,노원구,아파트,전세,20-40㎡,109,높음,법정동,18000.0,보증금,15000.0,21000.0,32.4,18000.0,0.0
상계8동,노원구,아파트,전세,40-60㎡,639,높음,해당지역,17103.0,보증금,14845.0,25000.0,49.9,17103.0,0.0
상계8동,노원구,아파트,전세,60-85㎡,43,높음,해당지역,34650.0,보증금,27500.0,39950.0,68.9,34650.0,0.0
상계8동,노원구,아파트,전세,85-135㎡,87,높음,법정동,50000.0,보증금,44300.0,60000.0,101.5,50000.0,0.0
상계8동,노원구,아파트,전세,135㎡초과,17,보통,자치구,63000.0,보증금,59000.0,73000.0,139.1,63000.0,0.0
상계8동,노원구,연립다세대,전세,20㎡이하,18,보통,법정동,8000.0,보증금,6500.0,8437.5,16.5,8000.0,0.0
상계8동,노원구,연립다세대,전세,20-40㎡,58,높음,법정동,12750.0,보증금,10000.0,16375.0,30.0,12750.0,0.0
상계8동,노원구,연립다세대,전세,40-60㎡,51,높음,법정동,15000.0,보증금,11162.5,18500.0,49.8,15000.0,0.0
상계8동,노원구,연립다세대,전세,60-85㎡,24,보통,법정동,20000.0,보증금,16475.0,22250.0,68.0,20000.0,0.0
상계8동,노원구,연립다세대,전세,85-135㎡,10,보통,자치구,49500.0,보증금,43000.0,58000.0,102.0,49500.0,0.0
상계8동,노원구,오피스텔,전세,20-40㎡,18,보통,법정동,13500.0,보증금,10000.0,14375.0,33.3,13500.0,0.0
상계9동,노원구,단독다가구,매매,135㎡초과,10,보통,법정동,61500.0,매매가,56025.0,68500.0,166.7,,
상계9동,노원구,아파트,매매,20㎡이하,18,보통,자치구,12400.0,매매가,10100.0,13350.0,13.9,,
상계9동,노원구,아파트,매매,20-40㎡,157,높음,법정동,35900.0,매매가,32300.0,44500.0,32.4,,
상계9동,노원구,아파트,매매,40-60㎡,269,높음,해당지역,47000.0,매매가,41700.0,55800.0,45.9,,
상계9동,노원구,아파트,매매,60-85㎡,71,높음,해당지역,67000.0,매매가,62250.0,72300.0,69.0,,
상계9동,노원구,아파트,매매,85-135㎡,66,높음,법정동,83500.0,매매가,75000.0,97750.0,99.7,,
상계9동,노원구,아파트,매매,135㎡초과,25,보통,자치구,117500.0,매매가,105000.0,128000.0,139.1,,
상계9동,노원구,연립다세대,매매,20-40㎡,63,높음,법정동,23300.0,매매가,21525.0,29575.0,33.0,,
상계9동,노원구,연립다세대,매매,40-60㎡,118,높음,법정동,31900.0,매매가,27650.0,35075.0,50.2,,
상계9동,노원구,연립다세대,매매,60-85㎡,46,높음,법정동,39800.0,매매가,35000.0,43850.0,68.0,,
상계9동,노원구,연립다세대,매매,85-135㎡,16,보통,자치구,56250.0,매매가,35325.0,104125.0,101.5,,
상계9동,노원구,오피스텔,매매,20-40㎡,31,높음,법정동,12500.0,매매가,9950.0,14950.0,30.3,,
상계9동,노원구,오피스텔,매매,40-60㎡,18,보통,자치구,22000.0,매매가,20925.0,23750.0,50.4,,
상계9동,노원구,단독다가구,월세,20㎡이하,92,높음,법정동,42.3,월환산,36.8,44.8,17.0,500.0,40.0
상계9동,노원구,단독다가구,월세,20-40㎡,202,높음,법정동,44.4,월환산,36.4,54.6,31.0,700.0,40.0
상계9동,노원구,단독다가구,월세,40-60㎡,127,높음,법정동,63.8,월환산,49.4,78.5,49.3,2000.0,40.0
상계9동,노원구,단독다가구,월세,60-85㎡,40,높음,법정동,76.8,월환산,44.0,100.5,74.1,3500.0,42.5
상계9동,노원구,단독다가구,월세,85-135㎡,15,보통,법정동,79.2,월환산,37.3,109.3,98.0,2000.0,55.0
상계9동,노원구,단독다가구,월세,135㎡초과,14,보통,법정동,36.8,월환산,35.7,44.0,179.3,450.0,35.0
상계9동,노원구,아파트,월세,20㎡이하,25,보통,법정동,62.3,월환산,59.6,63.2,14.6,500.0,60.0
상계9동,노원구,아파트,월세,20-40㎡,420,높음,법정동,57.6,월환산,33.5,79.2,32.4,2000.0,45.0
상계9동,노원구,아파트,월세,40-60㎡,212,높음,해당지역,94.4,월환산,82.7,109.2,45.6,3000.0,77.5
상계9동,노원구,아파트,월세,60-85㎡,32,높음,해당지역,151.7,월환산,131.9,170.5,69.0,10000.0,112.5
상계9동,노원구,아파트,월세,85-135㎡,27,보통,법정동,220.8,월환산,199.4,263.1,106.2,20000.0,120.0
상계9동,노원구,연립다세대,월세,20㎡이하,33,높음,법정동,51.3,월환산,44.6,54.6,15.1,1000.0,40.0
상계9동,노원구,연립다세대,월세,20-40㎡,96,높음,법정동,62.2,월환산,44.3,76.2,31.5,4000.0,35.0
상계9동,노원구,연립다세대,월세,40-60㎡,92,높음,법정동,78.6,월환산,53.5,89.7,47.7,5594.0,34.5
상계9동,노원구,연립다세대,월세,60-85㎡,21,보통,법정동,79.6,월환산,67.9,92.9,65.7,6000.0,47.0
상계9동,노원구,오피스텔,월세,20㎡이하,15,보통,법정동,78.8,월환산,65.6,83.6,19.0,1000.0,75.0
상계9동,노원구,오피스텔,월세,20-40㎡,124,높음,법정동,64.0,월환산,52.3,69.6,27.8,1000.0,60.0
상계9동,노원구,오피스텔,월세,40-60㎡,20,보통,자치구,88.8,월환산,79.6,95.4,48.8,1000.0,77.5
